day,month,year,home_team,away_team,home_score,away_score,tournament,winner,loser
29,5,1919,Brazil,Uruguay,1,0,Copa América,Brazil,Uruguay
29,5,1919,Sweden,Finland,1,0,Friendly,Sweden,Finland
1,6,1919,Brazil,Argentina,3,3,Friendly,Tie,Tie
5,6,1919,Denmark,Sweden,3,0,Friendly,Denmark,Sweden
9,6,1919,Netherlands,Sweden,3,1,Friendly,Netherlands,Sweden
12,6,1919,Denmark,Norway,5,1,Friendly,Denmark,Norway
29,6,1919,Norway,Sweden,4,3,Friendly,Norway,Sweden
18,7,1919,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Uruguay,Argentina
24,8,1919,Sweden,Netherlands,4,1,Friendly,Sweden,Netherlands
24,8,1919,Uruguay,Argentina,2,1,Copa Newton,Uruguay,Argentina
31,8,1919,Norway,Netherlands,1,1,Friendly,Tie,Tie
7,9,1919,Argentina,Uruguay,1,2,Copa Lipton,Uruguay,Argentina
14,9,1919,Sweden,Norway,1,5,Friendly,Norway,Sweden
21,9,1919,Norway,Denmark,3,2,Friendly,Norway,Denmark
28,9,1919,Finland,Sweden,3,3,Friendly,Tie,Tie
5,10,1919,Austria,Hungary,2,0,Friendly,Austria,Hungary
12,10,1919,Sweden,Denmark,3,0,Friendly,Sweden,Denmark
19,10,1919,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Argentina,Uruguay
25,10,1919,Northern Ireland,England,1,1,British Home Championship,Tie,Tie
9,11,1919,Hungary,Austria,3,2,Friendly,Hungary,Austria
7,12,1919,Uruguay,Argentina,4,2,Friendly,Uruguay,Argentina
18,1,1920,Italy,France,9,4,Friendly,Italy,France
14,2,1920,Northern Ireland,Wales,2,2,British Home Championship,Tie,Tie
26,2,1920,Wales,Scotland,1,1,British Home Championship,Tie,Tie
29,2,1920,Switzerland,France,0,2,Friendly,France,Switzerland
13,3,1920,Scotland,Northern Ireland,3,0,British Home Championship,Scotland,Northern Ireland
15,3,1920,England,Wales,1,2,British Home Championship,Wales,England
28,3,1920,France,Belgium,2,1,Friendly,France,Belgium
28,3,1920,Switzerland,Italy,3,0,Friendly,Switzerland,Italy
5,4,1920,Netherlands,Denmark,2,0,Friendly,Netherlands,Denmark
10,4,1920,England,Scotland,5,4,British Home Championship,England,Scotland
2,5,1920,Austria,Hungary,2,2,Friendly,Tie,Tie
13,5,1920,Italy,Netherlands,1,1,Friendly,Tie,Tie
16,5,1920,Switzerland,Netherlands,2,1,Friendly,Switzerland,Netherlands
30,5,1920,Sweden,Finland,4,0,Friendly,Sweden,Finland
6,6,1920,Sweden,Switzerland,0,1,Friendly,Switzerland,Sweden
13,6,1920,Norway,Denmark,1,1,Friendly,Tie,Tie
27,6,1920,Norway,Sweden,0,3,Friendly,Sweden,Norway
27,6,1920,Switzerland,Germany,4,1,Friendly,Switzerland,Germany
18,7,1920,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Uruguay,Argentina
25,7,1920,Argentina,Uruguay,1,3,Copa Newton,Uruguay,Argentina
8,8,1920,Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Argentina,Uruguay
11,9,1920,Chile,Brazil,0,1,Copa América,Brazil,Chile
12,9,1920,Uruguay,Argentina,1,1,Copa América,Tie,Tie
18,9,1920,Brazil,Uruguay,0,6,Copa América,Uruguay,Brazil
19,9,1920,Finland,Sweden,1,0,Friendly,Finland,Sweden
20,9,1920,Chile,Argentina,1,1,Copa América,Tie,Tie
25,9,1920,Argentina,Brazil,2,0,Copa América,Argentina,Brazil
26,9,1920,Austria,Germany,3,2,Friendly,Austria,Germany
26,9,1920,Sweden,Norway,0,0,Friendly,Tie,Tie
3,10,1920,Chile,Uruguay,1,2,Copa América,Uruguay,Chile
10,10,1920,Sweden,Denmark,0,2,Friendly,Denmark,Sweden
17,10,1920,Finland,Estonia,6,0,Friendly,Finland,Estonia
23,10,1920,England,Northern Ireland,2,0,British Home Championship,England,Northern Ireland
24,10,1920,Germany,Hungary,1,0,Friendly,Germany,Hungary
7,11,1920,Hungary,Austria,1,2,Friendly,Austria,Hungary
12,2,1921,Scotland,Wales,2,1,British Home Championship,Scotland,Wales
20,2,1921,France,Italy,1,2,Friendly,Italy,France
26,2,1921,Northern Ireland,Scotland,0,2,British Home Championship,Scotland,Northern Ireland
6,3,1921,Belgium,France,3,1,Friendly,Belgium,France
6,3,1921,Italy,Switzerland,2,1,Friendly,Italy,Switzerland
14,3,1921,Wales,England,0,0,British Home Championship,Tie,Tie
26,3,1921,Austria,Sweden,2,2,Friendly,Tie,Tie
3,4,1921,Catalonia,Provence,4,0,Friendly,Catalonia,Provence
4,4,1921,Catalonia,Provence,1,0,Friendly,Catalonia,Provence
7,4,1921,Paraguay,Argentina,3,1,Friendly,Paraguay,Argentina
9,4,1921,Scotland,England,3,0,British Home Championship,Scotland,England
9,4,1921,Wales,Northern Ireland,2,1,British Home Championship,Wales,Northern Ireland
14,4,1921,Paraguay,Argentina,2,2,Friendly,Tie,Tie
24,4,1921,Austria,Hungary,4,1,Friendly,Austria,Hungary
1,5,1921,Switzerland,Austria,2,2,Friendly,Tie,Tie
5,5,1921,Belgium,Italy,2,3,Friendly,Italy,Belgium
5,5,1921,Germany,Austria,3,3,Friendly,Tie,Tie
8,5,1921,Netherlands,Italy,2,2,Friendly,Tie,Tie
15,5,1921,Belgium,Netherlands,1,1,Friendly,Tie,Tie
21,5,1921,Belgium,England,0,2,Friendly,England,Belgium
25,5,1921,Norway,Finland,3,2,Friendly,Norway,Finland
29,5,1921,Sweden,Finland,0,3,Friendly,Finland,Sweden
30,5,1921,Japan,Philippines,0,3,Friendly,Philippines,Japan
5,6,1921,Hungary,Germany,3,0,Friendly,Hungary,Germany
12,6,1921,Denmark,Netherlands,1,1,Friendly,Tie,Tie
19,6,1921,Norway,Sweden,3,1,Friendly,Norway,Sweden
9,7,1921,Canada,Scotland,0,1,Friendly,Scotland,Canada
22,7,1921,Estonia,Sweden,0,0,Friendly,Tie,Tie
24,7,1921,Sweden,Austria,1,3,Friendly,Austria,Sweden
31,7,1921,Finland,Austria,2,3,Friendly,Austria,Finland
28,8,1921,Estonia,Finland,0,3,Friendly,Finland,Estonia
14,9,1921,Costa Rica,El Salvador,7,0,Friendly,Costa Rica,El Salvador
18,9,1921,Finland,Germany,3,3,Friendly,Tie,Tie
18,9,1921,Guatemala,Costa Rica,0,6,Friendly,Costa Rica,Guatemala
18,9,1921,Sweden,Norway,0,3,Friendly,Norway,Sweden
2,10,1921,Argentina,Brazil,1,0,Copa América,Argentina,Brazil
2,10,1921,Denmark,Norway,3,1,Friendly,Denmark,Norway
9,10,1921,Paraguay,Uruguay,2,1,Copa América,Paraguay,Uruguay
9,10,1921,Sweden,Denmark,0,0,Friendly,Tie,Tie
12,10,1921,Brazil,Paraguay,3,0,Copa América,Brazil,Paraguay
16,10,1921,Argentina,Paraguay,3,0,Copa América,Argentina,Paraguay
22,10,1921,Northern Ireland,England,1,1,British Home Championship,Tie,Tie
23,10,1921,Brazil,Uruguay,1,2,Copa América,Uruguay,Brazil
28,10,1921,Czechoslovakia,Yugoslavia,6,1,Friendly,Czechoslovakia,Yugoslavia
30,10,1921,Argentina,Uruguay,1,0,Copa América,Argentina,Uruguay
2,11,1921,Uruguay,Paraguay,4,2,Friendly,Uruguay,Paraguay
6,11,1921,Hungary,Sweden,4,2,Friendly,Hungary,Sweden
6,11,1921,Switzerland,Italy,1,1,Friendly,Tie,Tie
13,11,1921,Czechoslovakia,Sweden,2,2,Friendly,Tie,Tie
13,11,1921,France,Netherlands,0,5,Friendly,Netherlands,France
18,12,1921,Hungary,Poland,1,0,Friendly,Hungary,Poland
18,12,1921,Spain,Portugal,3,1,Friendly,Spain,Portugal
15,1,1922,France,Belgium,2,1,Friendly,France,Belgium
15,1,1922,Italy,Austria,3,3,Friendly,Tie,Tie
4,2,1922,Wales,Scotland,2,1,British Home Championship,Wales,Scotland
26,2,1922,Italy,Czechoslovakia,1,1,Friendly,Tie,Tie
4,3,1922,Scotland,Northern Ireland,2,1,British Home Championship,Scotland,Northern Ireland
12,3,1922,Brittany,Luxembourg,1,0,Friendly,Brittany,Luxembourg
13,3,1922,England,Wales,1,0,British Home Championship,England,Wales
26,3,1922,Belgium,Netherlands,4,0,Friendly,Belgium,Netherlands
26,3,1922,Germany,Switzerland,2,2,Friendly,Tie,Tie
8,4,1922,England,Scotland,0,1,British Home Championship,Scotland,England
15,4,1922,Belgium,Denmark,0,0,Friendly,Tie,Tie
17,4,1922,Netherlands,Denmark,2,0,Friendly,Netherlands,Denmark
23,4,1922,Austria,Germany,0,2,Friendly,Germany,Austria
30,4,1922,France,Spain,0,4,Friendly,Spain,France
30,4,1922,Hungary,Austria,1,1,Friendly,Tie,Tie
7,5,1922,Netherlands,Belgium,1,2,Friendly,Belgium,Netherlands
14,5,1922,Poland,Hungary,0,3,Friendly,Hungary,Poland
21,5,1922,Italy,Belgium,4,2,Friendly,Italy,Belgium
25,5,1922,Norway,Northern Ireland,2,1,Friendly,Norway,Northern Ireland
28,5,1922,Sweden,Poland,1,2,Friendly,Poland,Sweden
5,6,1922,Finland,Sweden,1,4,Friendly,Sweden,Finland
8,6,1922,Yugoslavia,Romania,1,2,Friendly,Romania,Yugoslavia
11,6,1922,Austria,Switzerland,7,1,Friendly,Austria,Switzerland
11,6,1922,Denmark,Czechoslovakia,0,3,Friendly,Czechoslovakia,Denmark
11,6,1922,Norway,France,7,0,Friendly,Norway,France
15,6,1922,Hungary,Switzerland,1,1,Friendly,Tie,Tie
17,6,1922,New Zealand,Australia,3,1,Friendly,New Zealand,Australia
24,6,1922,New Zealand,Australia,1,1,Friendly,Tie,Tie
28,6,1922,Yugoslavia,Czechoslovakia,4,3,Friendly,Yugoslavia,Czechoslovakia
2,7,1922,Germany,Hungary,0,0,Friendly,Tie,Tie
8,7,1922,New Zealand,Australia,3,1,Friendly,New Zealand,Australia
9,7,1922,Sweden,Hungary,1,1,Friendly,Tie,Tie
13,7,1922,Finland,Hungary,1,5,Friendly,Hungary,Finland
11,8,1922,Finland,Estonia,10,2,Friendly,Finland,Estonia
13,8,1922,Sweden,Czechoslovakia,0,2,Friendly,Czechoslovakia,Sweden
23,8,1922,Sweden,Norway,0,0,Friendly,Tie,Tie
26,8,1922,Finland,Norway,1,3,Friendly,Norway,Finland
3,9,1922,Romania,Poland,1,1,Friendly,Tie,Tie
10,9,1922,Norway,Denmark,3,3,Friendly,Tie,Tie
17,9,1922,Brazil,Chile,1,1,Copa América,Tie,Tie
23,9,1922,Chile,Uruguay,0,2,Copa América,Uruguay,Chile
24,9,1922,Austria,Hungary,2,2,Friendly,Tie,Tie
24,9,1922,Brazil,Paraguay,1,1,Copa América,Tie,Tie
24,9,1922,Latvia,Estonia,1,1,Friendly,Tie,Tie
24,9,1922,Norway,Sweden,0,5,Friendly,Sweden,Norway
28,9,1922,Argentina,Chile,4,0,Copa América,Argentina,Chile
1,10,1922,Brazil,Uruguay,0,0,Copa América,Tie,Tie
1,10,1922,Denmark,Sweden,1,2,Friendly,Sweden,Denmark
1,10,1922,Yugoslavia,Poland,1,3,Friendly,Poland,Yugoslavia
5,10,1922,Chile,Paraguay,0,3,Copa América,Paraguay,Chile
8,10,1922,Argentina,Uruguay,0,1,Copa América,Uruguay,Argentina
12,10,1922,Paraguay,Uruguay,1,0,Copa América,Paraguay,Uruguay
15,10,1922,Brazil,Argentina,2,0,Copa América,Brazil,Argentina
18,10,1922,Argentina,Paraguay,2,0,Copa América,Argentina,Paraguay
21,10,1922,England,Northern Ireland,2,0,British Home Championship,England,Northern Ireland
22,10,1922,Argentina,Chile,1,0,Friendly,Argentina,Chile
22,10,1922,Brazil,Paraguay,3,0,Copa América,Brazil,Paraguay
22,10,1922,Brazil,Argentina,2,1,Copa Roca,Brazil,Argentina
29,10,1922,Brazil,Paraguay,3,1,Friendly,Brazil,Paraguay
12,11,1922,Uruguay,Argentina,1,0,Copa Lipton,Uruguay,Argentina
19,11,1922,Switzerland,Netherlands,5,0,Friendly,Switzerland,Netherlands
19,11,1922,Galicia,Central Spain,4,1,Friendly,Galicia,Central Spain
26,11,1922,Hungary,Austria,1,2,Friendly,Austria,Hungary
3,12,1922,Italy,Switzerland,2,2,Friendly,Tie,Tie
10,12,1922,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Uruguay,Argentina
17,12,1922,Argentina,Uruguay,2,2,Copa Newton,Tie,Tie
17,12,1922,Portugal,Spain,1,2,Friendly,Spain,Portugal
1,1,1923,Guatemala,Mexico,2,3,Friendly,Mexico,Guatemala
1,1,1923,Italy,Germany,3,1,Friendly,Italy,Germany
4,1,1923,Guatemala,Mexico,3,1,Friendly,Guatemala,Mexico
7,1,1923,Guatemala,Mexico,1,4,Friendly,Mexico,Guatemala
14,1,1923,Andalusia,Galicia,1,4,Friendly,Galicia,Andalusia
21,1,1923,Switzerland,Austria,2,0,Friendly,Switzerland,Austria
28,1,1923,Spain,France,3,0,Friendly,Spain,France
4,2,1923,Belgium,Spain,1,0,Friendly,Belgium,Spain
11,2,1923,Luxembourg,Brittany,1,4,Friendly,Brittany,Luxembourg
25,2,1923,Belgium,France,4,1,Friendly,Belgium,France
25,2,1923,Galicia,Asturias,1,3,Friendly,Asturias,Galicia
3,3,1923,Northern Ireland,Scotland,0,1,British Home Championship,Scotland,Northern Ireland
4,3,1923,Italy,Hungary,0,0,Friendly,Tie,Tie
5,3,1923,Wales,England,2,2,British Home Championship,Tie,Tie
11,3,1923,Switzerland,Hungary,1,6,Friendly,Hungary,Switzerland
17,3,1923,Scotland,Wales,2,0,British Home Championship,Scotland,Wales
19,3,1923,England,Belgium,6,1,Friendly,England,Belgium
2,4,1923,Netherlands,France,8,1,Friendly,Netherlands,France
14,4,1923,Scotland,England,2,2,British Home Championship,Tie,Tie
14,4,1923,Wales,Northern Ireland,0,3,British Home Championship,Northern Ireland,Wales
15,4,1923,Austria,Italy,0,0,Friendly,Tie,Tie
22,4,1923,France,Switzerland,2,2,Friendly,Tie,Tie
29,4,1923,Netherlands,Belgium,1,1,Friendly,Tie,Tie
6,5,1923,Austria,Hungary,1,0,Friendly,Austria,Hungary
6,5,1923,Czechoslovakia,Denmark,2,0,Friendly,Czechoslovakia,Denmark
10,5,1923,France,England,1,4,Friendly,England,France
10,5,1923,Germany,Netherlands,0,0,Friendly,Tie,Tie
20,5,1923,Argentina,Paraguay,0,2,Copa Chevallier Boutell,Paraguay,Argentina
21,5,1923,Sweden,England,2,4,Friendly,England,Sweden
22,5,1923,China PR,Philippines,3,0,Friendly,China PR,Philippines
24,5,1923,Japan,China PR,1,5,Friendly,China PR,Japan
24,5,1923,Sweden,England,1,3,Friendly,England,Sweden
25,5,1923,Argentina,Paraguay,1,0,Copa Chevallier Boutell,Argentina,Paraguay
27,5,1923,Czechoslovakia,Italy,5,1,Friendly,Czechoslovakia,Italy
3,6,1923,Poland,Yugoslavia,1,2,Friendly,Yugoslavia,Poland
3,6,1923,Switzerland,Germany,1,2,Friendly,Germany,Switzerland
9,6,1923,Australia,New Zealand,2,1,Friendly,Australia,New Zealand
10,6,1923,Romania,Yugoslavia,1,2,Friendly,Yugoslavia,Romania
10,6,1923,Sweden,Austria,4,2,Friendly,Sweden,Austria
16,6,1923,Australia,New Zealand,2,3,Friendly,New Zealand,Australia
17,6,1923,Denmark,Switzerland,3,2,Friendly,Denmark,Switzerland
17,6,1923,Norway,Finland,3,0,Friendly,Norway,Finland
20,6,1923,Sweden,Finland,5,4,Friendly,Sweden,Finland
21,6,1923,Norway,Switzerland,2,2,Friendly,Tie,Tie
24,6,1923,Argentina,Uruguay,0,0,Copa Lipton,Tie,Tie
24,6,1923,Lithuania,Estonia,0,5,Friendly,Estonia,Lithuania
29,6,1923,Sweden,Germany,2,1,Friendly,Sweden,Germany
30,6,1923,Australia,New Zealand,1,4,Friendly,New Zealand,Australia
1,7,1923,Romania,Czechoslovakia,0,6,Friendly,Czechoslovakia,Romania
15,7,1923,Argentina,Uruguay,2,2,Friendly,Tie,Tie
22,7,1923,Uruguay,Argentina,2,2,Copa Premio Honor Uruguayo,Tie,Tie
24,7,1923,Estonia,Latvia,1,1,Friendly,Tie,Tie
12,8,1923,Germany,Finland,1,2,Friendly,Finland,Germany
15,8,1923,Austria,Finland,2,1,Friendly,Austria,Finland
19,8,1923,Hungary,Finland,3,1,Friendly,Hungary,Finland
2,9,1923,Poland,Romania,1,1,Friendly,Tie,Tie
16,9,1923,Norway,Sweden,2,3,Friendly,Sweden,Norway
18,9,1923,Estonia,Russia,2,4,Friendly,Russia,Estonia
23,9,1923,Finland,Poland,5,3,Friendly,Finland,Poland
23,9,1923,Hungary,Austria,2,0,Friendly,Hungary,Austria
25,9,1923,Estonia,Poland,1,4,Friendly,Poland,Estonia
30,9,1923,Denmark,Norway,2,1,Friendly,Denmark,Norway
30,9,1923,Estonia,Finland,2,1,Friendly,Estonia,Finland
30,9,1923,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Argentina,Uruguay
14,10,1923,Sweden,Denmark,1,3,Friendly,Denmark,Sweden
20,10,1923,Northern Ireland,England,2,1,British Home Championship,Northern Ireland,England
26,10,1923,Turkey,Romania,2,2,Friendly,Tie,Tie
28,10,1923,Czechoslovakia,Yugoslavia,4,4,Friendly,Tie,Tie
28,10,1923,France,Norway,0,2,Friendly,Norway,France
28,10,1923,Hungary,Sweden,2,1,Friendly,Hungary,Sweden
29,10,1923,Argentina,Paraguay,4,3,Copa América,Argentina,Paraguay
1,11,1923,Belgium,England,2,2,Friendly,Tie,Tie
1,11,1923,Poland,Sweden,2,2,Friendly,Tie,Tie
1,11,1923,Brittany,Norway,1,5,Friendly,Norway,Brittany
4,11,1923,Germany,Norway,1,0,Friendly,Germany,Norway
4,11,1923,Uruguay,Paraguay,2,0,Copa América,Uruguay,Paraguay
11,11,1923,Brazil,Paraguay,0,1,Copa América,Paraguay,Brazil
18,11,1923,Argentina,Brazil,2,1,Copa América,Argentina,Brazil
22,11,1923,Brazil,Paraguay,2,0,Friendly,Brazil,Paraguay
25,11,1923,Netherlands,Switzerland,4,1,Friendly,Netherlands,Switzerland
25,11,1923,Uruguay,Brazil,2,1,Copa América,Uruguay,Brazil
25,11,1923,Central Spain,Galicia,1,0,Friendly,Central Spain,Galicia
2,12,1923,Argentina,Brazil,0,2,Friendly,Brazil,Argentina
2,12,1923,Uruguay,Argentina,2,0,Copa América,Uruguay,Argentina
9,12,1923,Argentina,Brazil,2,0,Copa Roca,Argentina,Brazil
9,12,1923,Mexico,Guatemala,2,1,Friendly,Mexico,Guatemala
12,12,1923,Mexico,Guatemala,2,0,Friendly,Mexico,Guatemala
16,12,1923,Mexico,Guatemala,3,3,Friendly,Tie,Tie
16,12,1923,Spain,Portugal,3,0,Friendly,Spain,Portugal
13,1,1924,France,Belgium,2,0,Friendly,France,Belgium
13,1,1924,Germany,Austria,4,3,Friendly,Germany,Austria
20,1,1924,Italy,Austria,0,4,Friendly,Austria,Italy
10,2,1924,Yugoslavia,Austria,1,4,Friendly,Austria,Yugoslavia
16,2,1924,Wales,Scotland,2,0,British Home Championship,Wales,Scotland
1,3,1924,Scotland,Northern Ireland,2,0,British Home Championship,Scotland,Northern Ireland
3,3,1924,England,Wales,1,2,British Home Championship,Wales,England
9,3,1924,Italy,Spain,0,0,Friendly,Tie,Tie
13,3,1924,Catalonia,Spain,0,7,Friendly,Spain,Catalonia
15,3,1924,Northern Ireland,Wales,0,1,British Home Championship,Wales,Northern Ireland
23,3,1924,Netherlands,Belgium,1,1,Friendly,Tie,Tie
23,3,1924,Switzerland,France,3,0,Friendly,Switzerland,France
23,3,1924,Brittany,Luxembourg,1,1,Friendly,Tie,Tie
6,4,1924,Aruba,Curaçao,0,4,Friendly,Curaçao,Aruba
6,4,1924,Hungary,Italy,7,1,Friendly,Hungary,Italy
12,4,1924,England,Scotland,1,1,British Home Championship,Tie,Tie
21,4,1924,Netherlands,Germany,0,1,Friendly,Germany,Netherlands
21,4,1924,Switzerland,Denmark,2,0,Friendly,Switzerland,Denmark
27,4,1924,Belgium,Netherlands,1,1,Friendly,Tie,Tie
4,5,1924,Hungary,Austria,2,2,Friendly,Tie,Tie
15,5,1924,Paraguay,Argentina,1,3,Copa Chevallier Boutell,Argentina,Paraguay
17,5,1924,France,England,1,3,Friendly,England,France
18,5,1924,Paraguay,Argentina,2,1,Copa Chevallier Boutell,Paraguay,Argentina
18,5,1924,Sweden,Poland,5,1,Friendly,Sweden,Poland
18,5,1924,Switzerland,Hungary,4,2,Friendly,Switzerland,Hungary
20,5,1924,Austria,Romania,4,1,Friendly,Austria,Romania
21,5,1924,Austria,Bulgaria,6,0,Friendly,Austria,Bulgaria
25,5,1924,Argentina,Uruguay,4,0,Copa Newton,Argentina,Uruguay
25,5,1924,Uruguay,Argentina,2,0,Copa Lipton,Uruguay,Argentina
27,5,1924,Egypt,Lithuania,10,0,Friendly,Egypt,Lithuania
4,6,1924,France,Hungary,0,1,Friendly,Hungary,France
7,6,1924,Australia,Canada,3,2,Friendly,Australia,Canada
10,6,1924,Poland,United States,2,3,Friendly,United States,Poland
14,6,1924,Australia,Canada,0,1,Friendly,Canada,Australia
15,6,1924,Denmark,Sweden,2,3,Nordic Championship,Sweden,Denmark
15,6,1924,Norway,Germany,0,2,Friendly,Germany,Norway
15,6,1924,Catalonia,Basque Country,1,2,Friendly,Basque Country,Catalonia
17,6,1924,Finland,Turkey,2,4,Friendly,Turkey,Finland
19,6,1924,Estonia,Turkey,1,4,Friendly,Turkey,Estonia
22,6,1924,Austria,Egypt,3,1,Friendly,Austria,Egypt
22,6,1924,Latvia,Turkey,1,3,Friendly,Turkey,Latvia
23,6,1924,Australia,Canada,4,1,Friendly,Australia,Canada
28,6,1924,Australia,Canada,0,0,Friendly,Tie,Tie
29,6,1924,Poland,Turkey,2,0,Friendly,Poland,Turkey
29,6,1924,Sweden,Egypt,5,0,Friendly,Sweden,Egypt
12,7,1924,Australia,Canada,1,4,Friendly,Canada,Australia
25,7,1924,Sweden,Estonia,5,2,Friendly,Sweden,Estonia
26,7,1924,Australia,Canada,1,0,Friendly,Australia,Canada
28,7,1924,Finland,Sweden,5,7,Friendly,Sweden,Finland
10,8,1924,Poland,Finland,1,0,Friendly,Poland,Finland
14,8,1924,Latvia,Finland,0,2,Friendly,Finland,Latvia
23,8,1924,Finland,Norway,2,0,Friendly,Finland,Norway
24,8,1924,Estonia,Lithuania,1,2,Friendly,Lithuania,Estonia
31,8,1924,Czechoslovakia,Romania,4,1,Friendly,Czechoslovakia,Romania
31,8,1924,Germany,Sweden,1,4,Friendly,Sweden,Germany
31,8,1924,Hungary,Poland,4,0,Friendly,Hungary,Poland
14,9,1924,Austria,Hungary,2,1,Friendly,Austria,Hungary
14,9,1924,Finland,Estonia,4,0,Friendly,Finland,Estonia
14,9,1924,Norway,Denmark,1,3,Nordic Championship,Denmark,Norway
21,9,1924,Hungary,Germany,4,1,Friendly,Hungary,Germany
21,9,1924,Sweden,Norway,6,1,Nordic Championship,Sweden,Norway
21,9,1924,Uruguay,Argentina,1,1,Friendly,Tie,Tie
24,9,1924,Northern Ireland,South Africa,1,2,Friendly,South Africa,Northern Ireland
28,9,1924,Yugoslavia,Czechoslovakia,0,2,Friendly,Czechoslovakia,Yugoslavia
2,10,1924,Argentina,Uruguay,2,1,Friendly,Argentina,Uruguay
5,10,1924,Denmark,Belgium,2,1,Friendly,Denmark,Belgium
12,10,1924,Argentina,Paraguay,0,0,Copa América,Tie,Tie
18,10,1924,Latvia,Estonia,2,0,Friendly,Latvia,Estonia
19,10,1924,Uruguay,Chile,5,0,Copa América,Uruguay,Chile
22,10,1924,England,Northern Ireland,3,1,British Home Championship,England,Northern Ireland
25,10,1924,Argentina,Chile,2,0,Copa América,Argentina,Chile
26,10,1924,Uruguay,Paraguay,3,1,Copa América,Uruguay,Paraguay
1,11,1924,Chile,Paraguay,1,3,Copa América,Paraguay,Chile
2,11,1924,Netherlands,South Africa,2,1,Friendly,Netherlands,South Africa
2,11,1924,Uruguay,Argentina,0,0,Copa América,Tie,Tie
9,11,1924,Austria,Sweden,1,1,Friendly,Tie,Tie
11,11,1924,Belgium,France,3,0,Friendly,Belgium,France
16,11,1924,Italy,Sweden,2,2,Friendly,Tie,Tie
16,11,1924,Russia,Turkey,3,0,Friendly,Russia,Turkey
23,11,1924,Germany,Italy,0,1,Friendly,Italy,Germany
8,12,1924,England,Belgium,4,0,Friendly,England,Belgium
14,12,1924,Germany,Switzerland,1,1,Friendly,Tie,Tie
21,12,1924,Spain,Austria,2,1,Friendly,Spain,Austria
14,2,1925,Scotland,Wales,3,1,British Home Championship,Scotland,Wales
